"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"輸入不存在的帳號，驗證是否顯示錯誤訊息","273","帳號錯誤","testcases.ui_test.single_page","2026-08-02","passed","2026-08-02","TestLoginPage","test_login","",""
"輸入正確的帳號及錯誤的密碼，驗證是否顯示錯誤訊息","344","密碼錯誤","testcases.ui_test.single_page","2026-08-02","passed","2026-08-02","TestLoginPage","test_login","",""
"輸入正確的帳號及錯誤的密碼，驗證是否顯示錯誤訊息","279","密碼錯誤","testcases.ui_test.single_page","2026-08-02","passed","2026-08-02","TestLoginPage","test_login","",""
"輸入正確的帳號密碼，驗證是否可以成功登入","282","UI 登入成功","testcases.ui_test.single_page","2026-08-02","passed","2026-08-02","TestLoginPage","test_login","",""
"輸入正確的帳號密碼，驗證是否可以成功登入","698","UI 登入成功","testcases.ui_test.single_page","2026-08-02","passed","2026-08-02","TestLoginPage","test_login","",""
"測試登入後，是否可以成功取得使用者自己的資訊","1","取得使用者資訊成功","testcases.api_test.ws","2026-08-02","passed","2026-08-02","TestGetUserInfo","test_get_user_info","",""
"測試登入後, 是否可以成功使用3碼變更名稱","125","變更名稱成功-3碼","testcases.api_test.ws","2026-08-02","passed","2026-08-02","TestUpdateName","test_update_name","",""
"輸入一個不存在的隨機帳號","3","帳號有誤","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestLogin","test_login","",""
"測試是否能成功獲取所有物品的列表","3","成功獲取所有物品列表","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestGetItem","test_get_item","",""
"帳號5~20英數, 密碼7~20英數","230","註冊成功 - 動態新帳號","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestRegister","test_register","",""
"模擬使用者從登入、瀏覽、加入購物車到完成結帳的完整流程。","1157","UI 成功購買商品","testcases.ui_test.scenario","2026-08-02","passed","2026-08-02","TestProductPurchase","test_purchase_a_product","",""
"使用 item_id=1 測試是否能成功獲取物品","3","獲取存在的物品","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestGetItem","test_get_item","",""
"反向測試：密碼全數","2","格式錯誤 - 密碼全數","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestRegister","test_register","",""
"輸入正確的帳號密碼，驗證是否可以成功登入","401","UI 登入成功","testcases.ui_test.single_page","2026-08-02","passed","2026-08-02","TestLoginPage","test_login","",""
"反向測試：帳號長度不足5碼","2","格式錯誤 - 帳號過短","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestRegister","test_register","",""
"密碼輸入全英","227","格式錯誤 - 密碼全英","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestChangePassword","test_change_password","",""
"嘗試綁定一個已經被其他帳號註冊的手機號碼","1","綁定失敗 - 手機號碼已被註冊","testcases.api_test.ws","2026-08-02","passed","2026-08-02","TestBindPhone","test_bind_phone","",""
"反向測試：密碼長度21碼","2","格式錯誤 - 密碼過長","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestRegister","test_register","",""
"模擬使用者從登入、瀏覽、加入購物車到完成結帳的完整流程。","2039","UI 成功購買商品","testcases.ui_test.scenario","2026-08-02","passed","2026-08-02","TestProductPurchase","test_purchase_a_product","",""
"模擬使用者從登入、瀏覽、加入購物車到完成結帳的完整流程。","682","UI 成功購買商品","testcases.ui_test.scenario","2026-08-02","passed","2026-08-02","TestProductPurchase","test_purchase_a_product","",""
"使用一個極大的 item_id 測試物品不存在的情境","3","獲取不存在的物品","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestGetItem","test_get_item","",""
"帳號已輸入，密碼留空，驗證是否顯示錯誤訊息","323","密碼留空","testcases.ui_test.single_page","2026-08-02","passed","2026-08-02","TestLoginPage","test_login","",""
"測試登入後, 是否可以成功綁定手機 (09開頭, 10碼數字)","3","綁定成功 - 格式正確","testcases.api_test.ws","2026-08-02","passed","2026-08-02","TestBindPhone","test_bind_phone","",""
"請求中未帶入手機號碼","1","格式錯誤 - 未提供手機號碼","testcases.api_test.ws","2026-08-02","passed","2026-08-02","TestBindPhone","test_bind_phone","",""
"名稱使用 - 非中英數","1","格式錯誤 - 非中英數","testcases.api_test.ws","2026-08-02","passed","2026-08-02","TestUpdateName","test_update_name","",""
"輸入正確格式的舊密碼新密碼","453","變更密碼成功","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestChangePassword","test_change_password","",""
"反向測試：密碼長度6碼","2","格式錯誤 - 密碼過短","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestRegister","test_register","",""
"名稱使用 - 2碼","2","格式錯誤 - 2碼","testcases.api_test.ws","2026-08-02","passed","2026-08-02","TestUpdateName","test_update_name","",""
"輸入不存在的帳號，驗證是否顯示錯誤訊息","357","帳號錯誤","testcases.ui_test.single_page","2026-08-02","passed","2026-08-02","TestLoginPage","test_login","",""
"輸入正確的帳號及錯誤的密碼，驗證是否顯示錯誤訊息","354","密碼錯誤","testcases.ui_test.single_page","2026-08-02","passed","2026-08-02","TestLoginPage","test_login","",""
"使用 item_id=0 測試邊界值","3","使用 item_id=0","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestGetItem","test_get_item","",""
"使用 item_id=1 測試是否能成功獲取物品","2","獲取存在的物品","testcases.api_test.ws","2026-08-02","passed","2026-08-02","TestItemWS","test_get_item","",""
"反向測試：密碼全英","3","格式錯誤 - 密碼全英","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestRegister","test_register","",""
"帳號留空，密碼已輸入，驗證是否顯示錯誤訊息","341","帳號留空","testcases.ui_test.single_page","2026-08-02","passed","2026-08-02","TestLoginPage","test_login","",""
"反向測試：使用已知的重複帳號","3","已存在帳號","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestRegister","test_register","",""
"手機號碼包含非數字字元","1","格式錯誤 - 包含非數字字元","testcases.api_test.ws","2026-08-02","passed","2026-08-02","TestBindPhone","test_bind_phone","",""
"舊密碼輸入錯誤","228","變更密碼失敗-舊密碼輸入錯誤","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestChangePassword","test_change_password","",""
"測試請求的 data 中不包含 item_id 欄位","1","請求中不帶 item_id","testcases.api_test.ws","2026-08-02","passed","2026-08-02","TestItemWS","test_get_item","",""
"測試登入後, 是否可以成功使用12碼變更名稱","6","變更名稱成功-12碼","testcases.api_test.ws","2026-08-02","passed","2026-08-02","TestUpdateName","test_update_name","",""
"帳號已輸入，密碼留空，驗證是否顯示錯誤訊息","246","密碼留空","testcases.ui_test.single_page","2026-08-02","passed","2026-08-02","TestLoginPage","test_login","",""
"帳號留空，密碼已輸入，驗證是否顯示錯誤訊息","356","帳號留空","testcases.ui_test.single_page","2026-08-02","passed","2026-08-02","TestLoginPage","test_login","",""
"測試連線後，是否可以成功獲取所有物品的列表。","2","成功獲取所有物品列表","testcases.api_test.ws","2026-08-02","passed","2026-08-02","TestItemWS","test_get_item","",""
"輸入不存在的帳號，驗證是否顯示錯誤訊息","337","帳號錯誤","testcases.ui_test.single_page","2026-08-02","passed","2026-08-02","TestLoginPage","test_login","",""
"輸入正確帳號，但密碼錯誤","227","密碼有誤","testcases.api_test.http","2026-08-02","passed","2026-08-02","TestLogin","test_login","",""
